family,gender,mean_conv
adverbs,F,-0.024183083188143956
adverbs,M,-0.03379697453176045
articles,F,-0.019787746987013632
articles,M,0.013174642530456675
auxiliary_verbs,F,-0.000421003324610988
auxiliary_verbs,M,0.003035195158780102
conjunctions,F,0.0023854213638490767
conjunctions,M,-0.018682937599997538
impersonal_pronouns,F,-0.004609107626635832
impersonal_pronouns,M,0.02471550949087531
negations,F,0.05566197372895206
negations,M,0.036088239186431434
personal_pronouns,F,0.012996984204158925
personal_pronouns,M,-0.007328824263226818
prepositions,F,-0.003022700503235165
prepositions,M,0.006477622717483755
quantifiers,F,0.0904773930832719
quantifiers,M,0.021089572571114785
