family,mean,ci_lo,ci_hi,n
conjunctions,0.03487973394742632,0.002910850401989651,0.0671416808664149,47
quantifiers,0.03019405023081494,-0.009028085235471602,0.07296261290328794,44
prepositions,0.020744488917663347,0.001003703956765563,0.041590710358775755,52
articles,0.019290991916795737,-0.008584852708730594,0.05329246030656199,47
impersonal_pronouns,0.016789416604810842,-0.009449539083847594,0.043922257168502433,47
negations,0.009558172953313617,-0.03277741588003737,0.054266971454471416,39
auxiliary_verbs,0.006546646436352315,0.0010737923115374114,0.01387883120419884,54
personal_pronouns,0.0036071990524604914,-0.013386021847010402,0.021904506962717736,54
adverbs,-0.0017349580524850714,-0.014861187440344101,0.010715270415525497,49
