a_category,major,intermediate,minor
major,0.057871754828991595,0.0141504232083276,0.018693555008210176
intermediate,0.01806194866879898,0.0152119600257898,0.03429855585027999
minor,0.009958270487682257,-0.01256613756613755,-0.0069444444444444
