family,Adjacent,Nonadjacent,Randomized
adverbs,-0.0017349580524850714,-0.03194444444444444,-0.006642059232878168
articles,0.019290991916795737,-0.020833333333333332,0.0039964511270238375
auxiliary_verbs,0.006546646436352315,0.0,-0.003072695127433691
conjunctions,0.03487973394742632,0.019230769230769232,-0.015513655983747902
impersonal_pronouns,0.016789416604810845,-0.036111111111111094,0.00702413460548629
negations,0.009558172953313621,-0.015277777777777784,0.01238292469110882
personal_pronouns,0.003607199052460491,0.0,0.006076334854929628
prepositions,0.020744488917663347,-0.022222222222222213,0.01281728680942677
quantifiers,0.030194050230814937,0.0106060606060606,-0.010387464214335862
