family,mean_conv,median_conv,n
conjunctions,0.03487973394742632,0.0,47
quantifiers,0.030194050230814937,0.0,44
prepositions,0.020744488917663347,0.0,52
articles,0.019290991916795737,0.0,47
impersonal_pronouns,0.016789416604810845,0.0,47
negations,0.009558172953313621,0.0,39
auxiliary_verbs,0.006546646436352315,0.0,54
personal_pronouns,0.003607199052460491,0.0,54
adverbs,-0.0017349580524850714,0.0,49
