family,F,M
quantifiers,0.020144757945560077,0.05221661054994389
conjunctions,0.027749094322204827,0.042961570593149534
articles,0.01997736945067759,0.030904413047270207
prepositions,0.010780797127146004,0.028495842781557052
impersonal_pronouns,0.014778097009554817,0.019682539682539676
auxiliary_verbs,0.002511282290694052,0.012987012987012981
negations,0.03173426375381071,-0.016546416546416552
personal_pronouns,0.00029199951585572254,0.008495670995671
adverbs,-0.0028729032405503075,0.0073517126148705
