family,gender,mean_conv
adverbs,F,-0.07936507936507935
adverbs,M,-0.03095238095238096
articles,F,-0.06349206349206349
articles,M,-1.1102230246251566e-17
auxiliary_verbs,F,-0.011904761904761899
auxiliary_verbs,M,-0.025000000000000012
conjunctions,F,-0.061111111111111116
conjunctions,M,-0.058333333333333355
impersonal_pronouns,F,-0.08306878306878306
impersonal_pronouns,M,-0.044444444444444446
negations,F,0.06944444444444445
negations,M,0.027777777777777752
personal_pronouns,F,-0.008163265306122436
personal_pronouns,M,0.007575757575757569
prepositions,F,-0.05650793650793651
prepositions,M,-0.020033670033670032
quantifiers,F,0.015873015873015872
quantifiers,M,0.0
