a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Cecilia Jupe,Mr. James Harthouse,6,3,18,0.0,0.0,F,major,M,major
Cecilia Jupe,Mr. Sleary,3,3,9,0.0,0.0,F,major,M,intermediate
Cecilia Jupe,Thomas Gradgrind,4,4,15,-0.020833333333333343,-0.016666666666666673,F,major,M,major
Josiah Bounderby,Louisa Bounderby,9,9,58,-0.07275132275132275,-0.07471264367816093,M,major,F,major
Josiah Bounderby,Mr. James Harthouse,3,3,9,0.0,0.0,M,major,M,major
Josiah Bounderby,Mrs. Sparsit,7,6,32,-0.014285714285714282,-0.015624999999999997,M,major,F,major
Josiah Bounderby,Thomas Gradgrind,9,12,75,-0.04595959595959598,-0.04222222222222224,M,major,M,major
Louisa Bounderby,Cecilia Jupe,2,4,6,0.0,0.0,F,major,F,major
Louisa Bounderby,Stephen Blackpool,4,3,12,0.0,0.0,F,major,M,major
Louisa Bounderby,Young Thomas,2,4,7,0.0,0.0,F,major,M,major
Master Kidderminster,Thomas Gradgrind,2,3,6,0.0,0.0,M,minor,M,major
Mr. E. W. B. Childers,Josiah Bounderby,8,4,26,-0.010416666666666678,-0.009615384615384625,M,intermediate,M,major
Mrs. Sparsit,Josiah Bounderby,8,6,35,-0.04375,-0.04285714285714286,F,major,M,major
Mrs. Sparsit,Stephen Blackpool,4,3,12,0.0,0.0,F,major,M,major
Rachel Gradgrind,Josiah Bounderby,6,4,19,-0.06944444444444446,-0.06578947368421055,F,intermediate,M,major
Rachel Gradgrind,Louisa Bounderby,5,3,15,0.0,0.0,F,intermediate,F,major
The Old Woman,Rachel Gradgrind,2,3,6,0.0,0.0,F,intermediate,F,intermediate
Thomas Gradgrind,Cecilia Jupe,4,3,12,0.0,0.0,M,major,F,major
Thomas Gradgrind,Josiah Bounderby,4,5,14,0.0333333333333333,0.028571428571428543,M,major,M,major
Thomas Gradgrind,Louisa Bounderby,9,7,37,-0.05740740740740738,-0.05791505791505789,M,major,F,major
