family,gender,mean_conv
adverbs,F,-0.018138835172679356
adverbs,M,0.016805152338278062
articles,F,0.03457364602413776
articles,M,-0.008206605363057583
auxiliary_verbs,F,0.026229434683125923
auxiliary_verbs,M,-0.0051983574774972004
conjunctions,F,-0.014666684928536764
conjunctions,M,0.025895140695251343
impersonal_pronouns,F,0.035334020998133396
impersonal_pronouns,M,0.018245786604166297
negations,F,-0.005576166064671813
negations,M,0.03154252067121014
personal_pronouns,F,0.00785047713889104
personal_pronouns,M,0.004012904842995549
prepositions,F,0.0037071079104407877
prepositions,M,0.005188541525411706
quantifiers,F,-0.055117158761359385
quantifiers,M,0.013213220532201846
