family,importance,mean_conv
adverbs,major,-0.045476190476190476
articles,major,-0.028218694885361557
auxiliary_verbs,intermediate,0.0
auxiliary_verbs,major,-0.021428571428571432
conjunctions,intermediate,0.0
conjunctions,major,-0.06435185185185187
impersonal_pronouns,major,-0.05731922398589065
negations,major,0.04444444444444443
personal_pronouns,intermediate,0.0
personal_pronouns,major,0.001636904761904763
prepositions,intermediate,0.0
prepositions,major,-0.0356032856032856
quantifiers,major,0.006802721088435374
