family,importance,mean_conv
adverbs,intermediate,0.047927689594356275
adverbs,major,-0.0030781424896558444
adverbs,minor,-0.07500000000000001
articles,intermediate,0.049938872855539544
articles,major,-0.0013221508064516917
auxiliary_verbs,intermediate,-0.02649589384786754
auxiliary_verbs,major,0.014798604271257025
auxiliary_verbs,minor,0.15000000000000002
conjunctions,intermediate,0.018376068376068387
conjunctions,major,0.006596579851942858
conjunctions,minor,0.06666666666666665
impersonal_pronouns,intermediate,-0.0051451634784968015
impersonal_pronouns,major,0.030958262250072276
impersonal_pronouns,minor,0.033333333333333326
negations,intermediate,0.03425925925925926
negations,major,0.011142168059173296
personal_pronouns,intermediate,0.007064000814000812
personal_pronouns,major,0.0053356562561981714
personal_pronouns,minor,0.0
prepositions,intermediate,0.009896893230226578
prepositions,major,0.0015699252754817253
prepositions,minor,0.09999999999999998
quantifiers,intermediate,-0.0030717225161669415
quantifiers,major,-0.015051443155777904
