family,mean_conv,median_conv,n
quantifiers,0.14359014222999916,0.0999999999999999,33
negations,0.06315628998316535,0.0171752911690992,188
articles,0.034814949515599034,0.0,272
impersonal_pronouns,0.03064123514832627,0.0,303
conjunctions,0.0168771785714219,0.0,297
prepositions,0.012019398725940886,0.0,332
adverbs,0.006961825426805396,0.0,321
auxiliary_verbs,0.0038631853882328923,0.0,368
personal_pronouns,0.0017506232609292341,0.0,372
