family,mean,ci_lo,ci_hi,n
quantifiers,0.14359014222999916,0.08572871578078117,0.20474971551657595,33
negations,0.06315628998316535,0.040652152227258556,0.08576997570019816,188
articles,0.034814949515599034,0.02270499032555811,0.04691325608423058,272
impersonal_pronouns,0.03064123514832627,0.020939077401997054,0.040028195278421864,303
conjunctions,0.0168771785714219,0.007579314638255602,0.02687719799067252,297
prepositions,0.012019398725940886,0.0042609941712306015,0.020389467120873063,332
adverbs,0.006961825426805395,0.0002406017335758235,0.013856853865970383,321
auxiliary_verbs,0.0038631853882328923,0.0005019549607848393,0.007612329690077601,368
personal_pronouns,0.0017506232609292341,-9.345441079761969e-05,0.004218702908668553,372
