family,F,M
quantifiers,0.15104466917447248,0.12371140371140367
negations,0.056767688957072376,0.07888091330211462
articles,0.040356491531490776,0.02745157118654007
impersonal_pronouns,0.030000392301905515,0.02936452105022437
conjunctions,0.015679339965064043,0.018423960253694183
prepositions,0.012113701298871512,0.012567142082050635
adverbs,0.011381204908724369,-0.0002596018519967006
auxiliary_verbs,0.006903036080707079,-0.0009600795276597693
personal_pronouns,0.0017235319185506266,0.001869383139094525
