a_category,major,intermediate,minor
major,0.008955807634233912,0.01809028306387739,-0.0005693072978531276
intermediate,0.015293107808994759,0.00911825778118959,0.026585270954510576
minor,0.02424772176350014,0.020856848110684417,0.014069264069264066
