family,Adjacent,Nonadjacent,Randomized
adverbs,0.005220960892014952,0.011193362193362194,-0.012130590856945149
articles,0.0102573780065328,-0.016721681096681096,-0.016750093310010827
auxiliary_verbs,0.0047045706087612375,-0.0006944444444444437,0.0038363054141203317
conjunctions,0.019075722586194988,-0.006795288045288035,0.007037495122308654
impersonal_pronouns,0.008449945683448758,0.018619574869574877,-0.02283531989109077
negations,0.029552647292514528,-0.02075860647289218,0.03768655452614475
personal_pronouns,-0.00022380785661889422,-0.0007680491551459259,-0.0005989840760763622
prepositions,0.0016108894877222147,-0.013555194805194803,-0.00038801886199258084
quantifiers,0.006719764659821488,0.021969696969696962,0.024797834225862347
