pair,adverbs,articles,auxiliary_verbs,conjunctions,impersonal_pronouns,negations,personal_pronouns,prepositions,quantifiers
Charlotte→Elinor,,,0.0,0.0,0.0,,0.0,0.0,
Colonel Brandon→Elinor,-0.0029411764705882,0.1863636363636363,0.0,0.0705882352941176,0.0785714285714286,-0.0653846153846153,0.0,-0.0131578947368421,0.0
Edward Ferrars→Elinor,0.0424242424242423,0.0999999999999999,-0.0095238095238096,0.1666666666666667,,0.1454545454545454,-0.0047619047619047,-0.0102564102564102,
Edward Ferrars→Marianne,0.0040485829959514,-0.043859649122807,0.0402476780185758,0.1184210526315789,,,-0.0204678362573098,0.1403508771929824,0.0095693779904306
Elinor→Anne Steele,,,,,,,0.0,,
Elinor→Colonel Brandon,0.0,,0.0,,0.0504201680672268,-0.0666666666666666,0.0,-0.011204481792717,0.0238095238095238
Elinor→Edward Ferrars,0.0210084033613445,-0.0647058823529411,-0.0078431372549019,0.0213903743315507,,,-0.0078431372549019,-0.0073529411764705,-0.2294117647058823
Elinor→John Dashwood,0.0364145658263305,-0.0389610389610388,0.0,,-0.0047619047619047,,-0.0148809523809523,-0.0023809523809523,0.0476190476190476
Elinor→Lucy Steele,-0.0103896103896103,0.0410714285714285,0.0285714285714285,0.0519480519480519,0.0499999999999999,-0.006015037593985,0.0268398268398268,0.0186813186813187,0.0619047619047619
Elinor→Marianne,-0.0193452380952381,0.0477678571428571,-0.0115131578947368,0.0104166666666666,0.015625,0.0075757575757575,0.0075431034482759,0.0420454545454545,0.0740131578947368
Elinor→Mr. Willoughby,0.0482456140350876,-0.0263157894736842,-0.007974481658692,0.0274599542334096,0.0150375939849624,-0.0676691729323307,0.0,0.0263157894736841,0.0789473684210525
Elinor→Mrs. Dashwood,0.0374999999999999,0.1333333333333334,0.0,-0.0176470588235294,0.109090909090909,0.0142857142857143,0.0,0.0,-0.0227272727272727
Elinor→Mrs. Jennings,-0.0231884057971014,0.020066889632107,0.0,-0.0380434782608695,0.0869565217391304,-0.0079051383399209,0.0,-0.0153452685421995,-0.0948616600790512
Fanny→John Dashwood,-0.0166666666666666,,0.0,-0.0075757575757575,0.0,,0.0,0.0,0.0
John Dashwood→Elinor,0.0325814536340851,0.0317460317460317,0.0,-0.0075187969924812,-0.0025062656641604,-0.0476190476190476,0.0380952380952381,-0.0023809523809523,0.0285714285714285
John Dashwood→Fanny,0.0629370629370629,,0.0,-0.0064102564102564,0.0,,0.0,0.0,-0.0128205128205127
Lucy Steele→Elinor,-0.018199233716475,0.0511111111111111,-0.0031746031746031,0.0222222222222221,0.0306513409961685,-0.0170940170940171,-0.0032679738562091,0.0025252525252525,-0.0185185185185185
Marianne→Edward Ferrars,0.0416666666666666,,0.0480769230769231,,,,-0.0144230769230768,0.1374999999999999,
Marianne→Elinor,0.0028571428571428,0.0142857142857142,-0.0111111111111111,0.0488095238095237,0.0085714285714286,0.0126984126984127,0.0348668280871671,-0.0177897574123988,-0.0193548387096773
Marianne→Mrs. Dashwood,,,0.0,,,,0.0,0.0,
Mr. Willoughby→Elinor,0.0222222222222221,0.0185185185185184,-0.0126262626262626,0.0028735632183907,0.0641762452107279,-0.0416666666666666,0.0,-0.0047619047619047,-0.0555555555555555
Mrs. Dashwood→Elinor,0.0269151138716355,0.0971867007672634,0.0,0.0160183066361555,0.0163043478260869,-0.0367892976588628,0.0,-0.0059288537549406,-0.0096618357487922
Mrs. Dashwood→Marianne,,,0.0,0.0,,,0.0,0.0,0.0
Mrs. Jennings→Elinor,0.0192307692307692,0.0357142857142857,0.0,0.0248447204968943,-0.0059523809523809,0.0595238095238095,0.0,0.0773809523809523,0.0259740259740259
