family,F,M
negations,0.09464612608051697,0.07566215835446605
articles,0.05380655790412384,0.0165193120623977
impersonal_pronouns,0.047315560307630705,-0.004517976576800094
conjunctions,0.007026560967940785,0.01788579476079476
prepositions,0.014516250949174548,0.0074083430541231
auxiliary_verbs,0.003258553427582787,-0.0004183763637545094
personal_pronouns,0.0007540493509706836,0.0002221005849334136
adverbs,0.002007684288265169,-0.012623782471818043
