a_category,major,intermediate,minor
major,-0.002899350684850122,0.017026476703079114,0.01907993966817494
intermediate,0.00861836120143242,0.0023037554461358667,0.019047619047619042
minor,0.0297797521023327,0.0128205128205128,0.0119047619047619
