family,diff_F_minus_M,diff_M_minus_F,perm_p_two_sided
negations,0.018983967726050932,-0.018983967726050932,0.7606196901549226
articles,0.037287245841726144,-0.037287245841726144,0.18640679660169915
impersonal_pronouns,0.05183353688443079,-0.05183353688443079,0.03798100949525238
conjunctions,-0.01085923379285398,0.01085923379285398,0.5602198900549725
prepositions,0.007107907895051452,-0.007107907895051452,0.5867066466766616
auxiliary_verbs,0.003676929791337296,-0.003676929791337296,0.5047476261869065
personal_pronouns,0.00053194876603727,-0.00053194876603727,0.9315342328835582
adverbs,0.014631466760083213,-0.014631466760083213,0.47876061969015493
