family,mean,ci_lo,ci_hi,n
negations,0.08815161080581534,0.03486496873236165,0.14599856841972883,38
articles,0.041142964976745154,0.01555904457069041,0.07030723415916006,53
impersonal_pronouns,0.031294285270624826,0.010070224048751575,0.05438258480182996,55
prepositions,0.012219849936927157,0.0009289699317672953,0.02435558834678517,65
conjunctions,0.010529539610796905,-0.005224440447785865,0.027785184663104187,62
auxiliary_verbs,0.0021230309920227397,-0.0010708730716554797,0.007096243552530001,68
personal_pronouns,0.0005892201558605437,-0.0008487667904676551,0.003002597336884763,71
adverbs,-0.002549657817334523,-0.019771428308550994,0.016449194626481582,61
