a_gender,b_gender,mean_weight,count
F,F,0.01853198901359548,29
F,M,0.0134095360775899,16
F,,0.0560344827586206,1
M,F,0.023101306353930543,19
M,M,0.0333333333333333,2
,F,0.0457317073170731,1
