character,community_id
Lucy Steele,0
Lady Middleton,0
John Middleton,0
Colonel Brandon,0
Mrs. Jennings,0
Anne Steele,0
Mrs. Dashwood,1
Marianne,1
Edward Ferrars,1
Thomas,1
Mr. Willoughby,1
Elinor,2
Charlotte,2
Margaret,2
Mr. Palmer,2
Fanny,3
John Dashwood,3
