a_gender,b_gender,mean_weight,count
F,F,0.024991575980004115,13
F,M,0.012180207950900955,13
F,,-0.0288888888888888,1
M,F,0.03738544070464796,15
M,M,-0.00240384615384615,4
M,,0.0,3
,F,0.0086206896551724,1
,M,0.0212121212121212,3
,,0.0,1
