family,mean_p0,mean_p1,diff,ci_lo_p0,ci_hi_p0,ci_lo_p1,ci_hi_p1,n
impersonal_pronouns,0.4988278919133864,0.5414211782669711,0.042593286353584725,0.4726365640020503,0.529527005833022,0.5055710666640906,0.5747106897817743,240
articles,0.45322887265052464,0.48395536847177223,0.03072649582124759,0.42478262540355344,0.48100741085368054,0.44958388822519807,0.5169392196879666,237
quantifiers,0.33354843556610403,0.360905592093429,0.027357156527324955,0.30576521369007986,0.36180541175636965,0.32320339209611365,0.39931137568022085,197
auxiliary_verbs,0.6582153658534817,0.6750265143765954,0.016811148523113717,0.6320935527787713,0.6842792887157803,0.646452011696544,0.7053589373194524,284
personal_pronouns,0.7688425199289797,0.7841298676566466,0.015287347727666933,0.7455309690671144,0.7928656239806012,0.759525253529385,0.8085864759670158,315
conjunctions,0.444958192768142,0.45577330825857015,0.010815115490428129,0.41573151547481507,0.4742043991529835,0.42231777207424126,0.4899370931050134,218
negations,0.29842426583712156,0.3060073755532386,0.007583109716117031,0.2747748389400492,0.32350510638049373,0.27134824911691674,0.34170642007718566,177
adverbs,0.5493375398235616,0.5566181543783055,0.007280614554743936,0.5223624610152517,0.5749498396145561,0.5257019572166003,0.588938907825883,240
prepositions,0.6081579776513042,0.615416423178634,0.007258445527329793,0.5806689518470076,0.6359843472770171,0.5839143229888386,0.6465307582367906,265
