a_gender,b_gender,mean_weight,count
F,F,0.017716805662523708,53
F,M,0.014741100630669602,59
F,,0.027716356760179483,19
M,F,0.01882160492132555,61
M,M,0.00968607608895466,112
M,,-0.0007948931019648741,15
,F,0.02687817208924457,15
,M,0.03160601940757258,14
,,-0.0131474697706688,3
