family,major,intermediate,minor
negations,0.05985337895805245,0.04325096200096197,0.019345238095238113
adverbs,-0.002355894372732494,0.09522628571541612,0.020408163265306128
impersonal_pronouns,0.005092917903508226,0.09702192383192892,-0.0023809523809523786
quantifiers,0.03003841715145169,0.1410307285307285,-0.0714285714285714
conjunctions,-0.009512853291627151,0.11019607828818351,-0.02380952380952379
personal_pronouns,0.00012926718725942202,0.009186571837538023,0.01666666666666666
articles,-0.01269428718210742,0.0712682379349046,-0.041269841269841255
auxiliary_verbs,0.003858276060821906,0.016737461634804645,-0.01071428571428571
prepositions,0.008514585728700222,0.009027798858645665,-0.014761904761904759
