family,mean_conv,median_conv,n
negations,0.04467123945453011,0.0,29
adverbs,0.029086166968467744,0.0,33
quantifiers,0.028878759518610127,0.00505050505050505,30
impersonal_pronouns,0.02812613671549735,0.0,33
conjunctions,0.016041634238533827,0.0,33
personal_pronouns,0.00680196277230212,0.0,37
articles,0.006151177383270165,0.0,31
auxiliary_verbs,0.0030525207206805135,0.0,37
prepositions,0.002177197208240756,0.0,36
