pair,adverbs,articles,auxiliary_verbs,conjunctions,impersonal_pronouns,negations,personal_pronouns,prepositions,quantifiers
Catherine Morland→Eleanor Tilney,-0.0108695652173913,0.1789772727272727,-0.0360576923076922,0.0798611111111111,0.1527777777777778,0.1624999999999999,-0.0104166666666666,0.0366379310344827,0.2235576923076923
Catherine Morland→Henry Tilney,-0.0028686173264486,-0.0028792912513843,-0.0031007751937984,0.0365546218487394,0.0586080586080586,0.0672619047619047,0.0027950310559006,0.0003616636528028,0.1018826135105204
Catherine Morland→Isabella Thorpe,0.0242914979757083,-0.1840659340659339,-0.0011773940345368,-0.0762599469496021,-0.0589330024813896,0.0297202797202797,-0.0003770739064856,-0.0283400809716599,-0.027327935222672
Catherine Morland→John Thorpe,0.063063063063063,0.0277777777777777,-0.000805152979066,0.1253561253561252,0.1223832528180354,0.1203703703703703,0.0676328502415459,-0.0041816009557945,0.0518518518518518
Catherine Morland→Mrs. Allen,-0.0163690476190476,,-0.0124999999999999,0.0707236842105263,-0.0345394736842105,-0.0104166666666666,0.0254629629629629,-0.0345394736842105,-0.0482954545454545
Eleanor Tilney→Catherine Morland,0.0445344129554655,-0.0745614035087719,0.0279605263157894,0.0210526315789473,-0.037280701754386,0.195906432748538,-0.0159489633173843,-0.0018796992481202,0.1345029239766082
Henry Tilney→Catherine Morland,0.048990613347049,-0.0135785007072135,0.0080050558247314,0.0196699669966996,0.0257425742574257,0.0257425742574257,0.0026815181518151,0.0272277227722772,0.0276892095989259
Henry Tilney→Eleanor Tilney,,,0.0,,,,0.0,0.0,
Isabella Thorpe→Catherine Morland,-0.0026990553306341,-0.0530048525569242,-0.0025518341307815,-0.0299277605779153,-0.0182904068682344,-0.0286692340607617,-0.0012759170653907,-0.0009930486593843,-0.0701754385964912
John Thorpe→Catherine Morland,0.0495934959349594,0.0735772357723577,0.0018518518518518,-0.0182170542635659,0.0211382113821138,-0.0666666666666666,0.0606060606060605,0.0059523809523809,0.0111111111111111
Mrs. Allen→Catherine Morland,-0.0153846153846154,0.0641025641025641,0.0384615384615384,-0.0598290598290598,0.1346153846153845,0.1384615384615384,-0.0128205128205127,-0.006787330316742,-0.0128205128205128
