family,F,M
quantifiers,0.08180544945250823,0.0666666666666667
conjunctions,0.051689808920201086,0.027834467120181415
negations,0.08991579885542733,-0.020181405895691586
articles,0.02226054966134836,0.04438848188848191
auxiliary_verbs,0.0012529749662102579,0.032581453634085204
personal_pronouns,0.01116898148148148,0.014012271575296789
prepositions,0.013669451821766045,0.0027544351073762767
adverbs,0.011307223302544155,-0.001719576719576722
impersonal_pronouns,0.017122947760829517,-0.012125220458553783
