family,F,M
quantifiers,0.04847211611917493,0.0833333333333333
negations,0.04406267654227126,0.07916666666666666
conjunctions,0.05501565857603009,0.027548840048840062
articles,0.05883078387424955,-0.006564153439153418
prepositions,0.0028580502211333837,0.030208333333333334
impersonal_pronouns,0.012708750606083457,0.015306122448979593
personal_pronouns,0.011317603964662791,0.01410818713450292
auxiliary_verbs,0.022789460902205995,0.002017195767195761
adverbs,0.011900398416942523,-0.004520202020202013
