a_category,major,intermediate,minor
major,0.03007749790450205,0.011636128843575637,0.0076617037857348
intermediate,0.017185846599291944,0.020906177156177153,0.0632122507122507
minor,0.03599867724867722,0.0,0.0303030303030303
