family,mean,ci_lo,ci_hi,n
quantifiers,0.06241660300483827,0.022156862745098038,0.11579736440030527,5
negations,0.04212806866499923,-0.018783270352266363,0.10160145903124672,21
conjunctions,0.03962187905465217,0.005974345041046732,0.07984142520644619,35
articles,0.03081107982223602,-0.00037666542991084367,0.06826287823625553,37
auxiliary_verbs,0.013032499363381711,0.0015345906544435963,0.03126876299762329,50
prepositions,0.01210004140347124,-0.004536839202528161,0.03344422228495272,44
personal_pronouns,0.011246265172735762,-0.0008372082166199751,0.02816596055088701,50
impersonal_pronouns,0.010200926761029069,-0.009513040241940496,0.03447944372336955,39
adverbs,0.004950148447808875,-0.007613152750769731,0.02139155930967426,44
