a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Emma,Harriet Smith,8.0,91.0,569.0,-0.0009428252715379462,0.0004248826744433388,F,major,F,major
Emma,Isabella,5.0,3.0,13.0,0.0,0.0,F,major,F,intermediate
Emma,Jane Fairfax,7.0,9.0,53.0,0.013888888888888904,0.014675052410901479,F,major,F,intermediate
Emma,Miss Bates,8.0,21.0,99.0,0.04870339284038977,0.026936026936026956,F,major,F,intermediate
Emma,Mr. Elton,8.0,16.0,116.0,0.016214514652014678,0.015086206896551747,F,major,M,intermediate
Emma,Mr. Frank Churchill,9.0,74.0,439.0,0.02088050382338562,0.0047405036015514285,F,major,M,major
Emma,Mr. John Knightley,8.0,11.0,52.0,-0.012910353535353532,-0.01398601398601398,F,major,M,intermediate
Emma,Mr. Knightley,9.0,110.0,673.0,0.014136282715428609,0.012008645143860606,F,major,M,major
Emma,Mr. Weston,8.0,12.0,63.0,0.023115079365079366,0.010582010582010578,F,major,M,intermediate
Emma,Mr. Woodhouse,8.0,32.0,205.0,0.016082875457875456,0.013414634146341461,F,major,M,intermediate
Emma,Mrs. Elton,8.0,14.0,96.0,-0.001678876678876673,-0.0014880952380952328,F,major,F,intermediate
Emma,Mrs. Weston,8.0,39.0,256.0,0.00624641712458153,0.006109775641025628,F,major,F,intermediate
Harriet Smith,Emma,9.0,100.0,602.0,0.015345147890237656,0.01081395348837209,F,major,F,major
Isabella,Mr. John Knightley,8.0,4.0,32.0,0.0,0.0,F,intermediate,M,intermediate
Isabella,Mr. Woodhouse,8.0,16.0,108.0,0.012168560606060613,0.010416666666666675,F,intermediate,M,intermediate
Jane Fairfax,Emma,7.0,10.0,55.0,0.01989795918367346,0.016363636363636358,F,intermediate,F,major
Jane Fairfax,Miss Bates,7.0,7.0,28.0,0.06122448979591839,0.045918367346938785,F,intermediate,F,intermediate
Jane Fairfax,Mr. Frank Churchill,6.0,3.0,13.0,0.22222222222222224,0.20512820512820515,F,intermediate,M,major
Jane Fairfax,Mr. John Knightley,8.0,7.0,47.0,0.017261904761904784,0.02127659574468087,F,intermediate,M,intermediate
Jane Fairfax,Mrs. Elton,8.0,13.0,87.0,0.0015151515151514972,0.002652519893899187,F,intermediate,F,intermediate
Miss Bates,Emma,8.0,22.0,150.0,-0.024747830751120203,-0.022727272727272704,F,intermediate,F,major
Miss Bates,Jane Fairfax,6.0,5.0,27.0,-0.005555555555555573,-1.2335811384723961e-17,F,intermediate,F,intermediate
Miss Bates,Mr. Frank Churchill,7.0,2.0,14.0,0.0,0.0,F,intermediate,M,major
