family,mean_p0,mean_p1,diff,ci_lo_p0,ci_hi_p0,ci_lo_p1,ci_hi_p1,n
negations,0.5743887690448591,0.6292688996627377,0.05488013061787855,0.512974255175405,0.6346761433294161,0.5519595666955891,0.7047166163252343,58
impersonal_pronouns,0.703522107014478,0.7359610066102475,0.03243889959576951,0.6448903886875899,0.7579344495294084,0.6743268643927768,0.7951287651236643,60
quantifiers,0.6384392069593317,0.6606201559143837,0.02218094895505207,0.5845209478069519,0.6943779551851428,0.6064617307875366,0.7169667140913392,58
articles,0.6465397202272818,0.6672927857176965,0.02075306549041467,0.599758848811904,0.6951550108102161,0.6133015930160349,0.722596500429737,64
adverbs,0.7439321457101276,0.7617011591565797,0.017769013446452098,0.6936488740475238,0.7917578622014281,0.7109093245011955,0.8103732131168926,68
conjunctions,0.7374377949202523,0.7433366671183103,0.005898872198057958,0.6828774403484873,0.7870094092742789,0.6841908609426828,0.7992464813781545,64
prepositions,0.8884677346158354,0.8932894414025111,0.004821706786675706,0.8557187529789548,0.9196669271000912,0.8598614519263513,0.9234110323493272,69
auxiliary_verbs,0.9438592096408355,0.9462791974345576,0.0024199877937221004,0.9190366425688711,0.9647269736113184,0.9222227547957076,0.966826527625808,73
personal_pronouns,0.9277752061166029,0.9301110279040878,0.0023358217874849263,0.8951727511026906,0.9569250336295521,0.899375332797195,0.9585113466715163,72
