family,F,M
negations,0.07037814752119502,0.023068411711070987
impersonal_pronouns,0.027238839610076455,0.042096153854913936
quantifiers,0.020320793196103915,0.025999163407630213
articles,0.03182399567437669,-0.003602980914301669
adverbs,0.02923759613145952,-0.003256721476061089
conjunctions,2.488438554840618e-05,0.017112848931030742
prepositions,0.00857346409867127,-0.002212838173316129
auxiliary_verbs,0.00352066041566789,0.00017278119058304584
personal_pronouns,0.003779991563330152,-0.0005525177642050667
