family,mean_conv,median_conv,n
negations,0.05488013061787853,0.014835164835164848,58
impersonal_pronouns,0.03243889959576957,0.00420168067226885,60
quantifiers,0.022180948955052186,0.0,58
articles,0.020753065490414703,0.0,64
adverbs,0.017769013446452247,0.0,68
conjunctions,0.005898872198057959,0.0,64
prepositions,0.004821706786675653,0.0,69
auxiliary_verbs,0.002419987793722188,0.0,73
personal_pronouns,0.002335821787485079,0.0,72
