family,F,M
negations,0.06291069865832183,0.038396333061179136
impersonal_pronouns,0.034793452935288315,0.02772979291673209
quantifiers,0.008453821556162536,0.052685676508140294
articles,0.02661144979844553,0.006877944760868002
adverbs,0.0243007052808295,0.003150465055226968
conjunctions,0.004607907412580669,0.008542276282606695
prepositions,0.004847481878032164,0.0047627922921464816
auxiliary_verbs,0.0034968132794172334,-7.628946857087274e-05
personal_pronouns,0.003380134784680946,-3.761684250552725e-05
