a_category,major,intermediate,minor
major,0.016612231544723875,0.023051787604099084,0.01080246913580245
intermediate,0.005285614081985074,0.002260986949612777,0.02179487179487178
minor,0.0089967111677638,0.0024999999999999996,0.0125
