family,major,intermediate
quantifiers,0.03354637850080417,0.07694998414038662
negations,0.03954644935040796,0.05196865827670778
impersonal_pronouns,-0.005924687348329246,0.046677150392320683
articles,-0.023944676929590812,0.055282277921596804
prepositions,0.0004891551334732639,0.006372769530664249
auxiliary_verbs,-6.6886229969270485e-06,0.004579750528081717
personal_pronouns,0.004336843668446464,-0.005002438926011116
conjunctions,-0.01203116401247244,-0.008067365702261771
adverbs,-0.03758246871005125,-0.01564069530400803
