family,major,intermediate,minor
quantifiers,0.054300041705284796,0.03197204922030443,0.0285714285714285
negations,0.05071490361093767,0.02739805890354242,0.0
impersonal_pronouns,0.014342584326119519,0.008556065921773636,0.0
auxiliary_verbs,-0.0002421047925511586,0.006062037165227601,0.0
personal_pronouns,0.0017859338890841257,-0.0007481119744330199,0.0
prepositions,0.006414723152008983,-0.006671870834383281,0.0
articles,0.007216709482967909,-0.013272772186032377,0.0
conjunctions,0.001738866709423266,-0.0349467940943514,0.0
adverbs,-0.021745830535663892,-0.04926027224132904,0.0
