a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Anne Steele,Elinor,6.0,6.0,31.0,-0.016666666666666663,-0.016129032258064512,F,intermediate,F,major
Anne Steele,Lucy Steele,2.0,2.0,4.0,0.0,0.0,F,intermediate,F,intermediate
Charlotte,Elinor,6.0,2.0,12.0,0.0,0.0,F,intermediate,F,major
Colonel Brandon,Elinor,7.0,3.0,19.0,0.04761904761904762,0.03508771929824562,M,intermediate,F,major
Colonel Brandon,Mrs. Jennings,4.0,2.0,8.0,0.0,0.0,M,intermediate,F,intermediate
Edward Ferrars,Elinor,7.0,7.0,43.0,0.012244897959183694,0.006644518272425264,M,intermediate,F,major
Edward Ferrars,Marianne,6.0,2.0,12.0,0.0,0.0,M,intermediate,F,major
Elinor,Edward Ferrars,8.0,6.0,34.0,0.012499999999999983,0.01470588235294116,F,major,M,intermediate
Elinor,Lucy Steele,6.0,5.0,23.0,-0.01944444444444447,-0.017391304347826108,F,major,F,intermediate
Elinor,Marianne,7.0,11.0,58.0,-0.019624819624819618,-0.01880877742946708,F,major,F,major
Elinor,Mrs. Dashwood,8.0,10.0,67.0,0.000347222222222221,-0.005970149253731343,F,major,F,intermediate
Elinor,Mrs. Jennings,2.0,3.0,4.0,0.0,0.0,F,major,F,intermediate
John Middleton,Marianne,7.0,3.0,19.0,0.04761904761904762,0.03508771929824562,M,intermediate,F,major
John Middleton,Mrs. Jennings,4.0,3.0,9.0,0.16666666666666669,0.14814814814814817,M,intermediate,F,intermediate
Lucy Steele,Anne Steele,7.0,5.0,28.0,-3.172065784643304e-17,0.0071428571428571175,F,intermediate,F,intermediate
Lucy Steele,Elinor,5.0,3.0,11.0,0.06666666666666668,0.060606060606060615,F,intermediate,F,major
Lucy Steele,Marianne,4.0,2.0,8.0,0.0,0.0,F,intermediate,F,major
Margaret,Elinor,3.0,2.0,6.0,0.0,0.0,F,minor,F,major
Marianne,Edward Ferrars,3.0,4.0,7.0,0.055555555555555546,0.07142857142857141,F,major,M,intermediate
Marianne,Elinor,9.0,16.0,95.0,0.009579772079772095,-0.013157894736842096,F,major,F,major
Marianne,Mr. Willoughby,5.0,3.0,13.0,0.0,0.0,F,major,M,intermediate
Marianne,Mrs. Jennings,3.0,5.0,8.0,0.0,0.0,F,major,F,intermediate
Mr. Palmer,Charlotte,4.0,3.0,8.0,0.0,0.0,M,minor,F,intermediate
Mr. Willoughby,Elinor,7.0,6.0,39.0,-0.019047619047619042,-0.01709401709401709,M,intermediate,F,major
Mr. Willoughby,Marianne,2.0,2.0,4.0,0.0,0.0,M,intermediate,F,major
Mrs. Dashwood,Elinor,7.0,7.0,42.0,0.049659863945578274,0.044217687074829974,F,intermediate,F,major
Mrs. Dashwood,Marianne,6.0,6.0,31.0,0.005555555555555554,0.0,F,intermediate,F,major
Mrs. Jennings,Charlotte,3.0,2.0,6.0,0.0,0.0,F,intermediate,F,intermediate
Mrs. Jennings,Colonel Brandon,2.0,2.0,4.0,0.0,0.0,F,intermediate,M,intermediate
Mrs. Jennings,Elinor,8.0,10.0,70.0,-0.008333333333333338,-0.005714285714285716,F,intermediate,F,major
Mrs. Jennings,Lucy Steele,3.0,3.0,6.0,0.0,0.0,F,intermediate,F,intermediate
Mrs. Jennings,Marianne,6.0,5.0,21.0,0.1444444444444444,0.11428571428571425,F,intermediate,F,major
