family,importance,mean_conv
adverbs,intermediate,-0.041666666666666685
adverbs,major,0.060793650793650775
articles,intermediate,0.0
articles,major,0.06714285714285714
auxiliary_verbs,intermediate,0.0
auxiliary_verbs,major,0.10833333333333334
conjunctions,intermediate,0.0
conjunctions,major,0.15079365079365079
impersonal_pronouns,intermediate,0.08333333333333331
impersonal_pronouns,major,0.07000000000000002
negations,major,-0.05238095238095239
personal_pronouns,intermediate,0.0
personal_pronouns,major,0.1030753968253968
prepositions,intermediate,0.0
prepositions,major,0.05724206349206348
quantifiers,major,0.12804232804232804
