a_category,b_category,mean_weight,count
intermediate,intermediate,0.002591030637153793,17
intermediate,major,-0.003207887716905118,44
major,intermediate,-0.004387801064917056,33
major,major,-0.004433220967637677,28
major,minor,0.0,1
minor,intermediate,0.0,2
minor,major,-0.02083333333333334,4
