family,gender,mean_conv
adverbs,F,0.013569570375584537
adverbs,M,0.006307091943711096
articles,F,0.025243021567701623
articles,M,0.012511205676693742
auxiliary_verbs,F,0.004915298530639964
auxiliary_verbs,M,0.0002250430925846503
conjunctions,F,0.019549445643358258
conjunctions,M,0.008459753882363292
impersonal_pronouns,F,0.025168353413809977
impersonal_pronouns,M,0.01852735537705879
negations,F,0.031089762399297068
negations,M,0.019646222588531465
personal_pronouns,F,0.0010088662875075982
personal_pronouns,M,0.003821621446892763
prepositions,F,0.0074303011270421835
prepositions,M,0.005833458265952991
quantifiers,F,0.023990097602547927
quantifiers,M,0.013837488727470273
