family,F,M
impersonal_pronouns,0.08678508157991024,0.04456279005430536
adverbs,0.05988776147225824,-0.0006123535930287838
quantifiers,0.02144619263792405,0.02711007640989489
negations,0.04889253928862697,-0.007825071739187886
auxiliary_verbs,0.012671444704934115,0.02645861793245139
prepositions,0.03132896843672748,0.0015049752467370457
conjunctions,-0.005753382261299877,0.034916036310313606
personal_pronouns,0.002716003963838317,0.019144190504759562
articles,-0.004294058036062538,0.010799997818679102
