family,diff_F_minus_M,diff_M_minus_F,perm_p_two_sided
quantifiers,0.12111491033408367,-0.12111491033408367,0.02848575712143928
impersonal_pronouns,-0.01025616480246671,0.01025616480246671,0.8000999500249875
conjunctions,0.012197087786469028,-0.012197087786469028,0.7796101949025487
auxiliary_verbs,0.008265333332857137,-0.008265333332857137,0.7791104447776112
adverbs,0.04263041116286039,-0.04263041116286039,0.33933033483258374
personal_pronouns,-0.005270884334987085,0.005270884334987085,0.7451274362818591
articles,0.01360176043096735,-0.01360176043096735,0.7056471764117941
prepositions,-0.002609976551718439,0.002609976551718439,0.9245377311344328
negations,-0.02028036992949308,0.02028036992949308,0.6946526736631684
