family,major,intermediate,minor
impersonal_pronouns,0.029265176454746716,0.08393075779439414,0.05714285714285715
adverbs,-0.006969665776011236,0.019411698848818517,0.11904761904761904
auxiliary_verbs,0.016516389003990304,0.027765705660508264,0.037037037037037035
personal_pronouns,0.006954914962266495,0.022525529107145417,0.017708333333333326
negations,-0.023434174564460585,0.036701889733994374,0.024999999999999977
prepositions,0.03355234466086166,-0.0166125529733904,0.012962962962962956
articles,0.021358559950905506,-0.006213520674727574,0.0
quantifiers,0.09066884275322427,-0.04536391003632383,-0.03571428571428571
conjunctions,0.04143646402058902,0.012957985390919817,-0.0833333333333333
