a_category,major,intermediate,minor
major,0.024179169040244294,0.010946740254649916,-0.023983886483886482
intermediate,0.010654369854741545,0.02501277776161066,0.026566951566951557
minor,0.006641604010025066,0.0411706349206349,0.0
