family,Adjacent,Nonadjacent,Randomized
adverbs,0.01526892661160906,0.025244349076529008,0.013129251050880867
articles,0.007369530578965094,-0.04228170055901149,-0.01638836526264521
auxiliary_verbs,0.023425439822397594,0.016880317568678006,0.023834186790097925
conjunctions,0.02531353470312709,0.007870420895630979,-0.009397239402454596
impersonal_pronouns,0.05394552150443978,0.016113788172611686,0.006608197230897786
negations,0.005924652146342989,0.04671908157202274,-0.011961528658498108
personal_pronouns,0.015212658683000632,-0.00608409259954623,-0.004509012588641951
prepositions,0.00863679970521302,0.017308071925034984,-0.013878133073854524
quantifiers,0.0257370136772959,0.017950301332654267,0.0274785686339942
