family,importance,mean_conv
adverbs,intermediate,-0.10476190476190475
adverbs,major,0.006523569023569019
adverbs,minor,0.08333333333333334
articles,intermediate,-0.08666666666666667
articles,major,0.03498622589531681
articles,minor,0.16666666666666669
auxiliary_verbs,intermediate,-0.00714285714285715
auxiliary_verbs,major,0.0024170274170274126
auxiliary_verbs,minor,0.0
conjunctions,intermediate,-0.00833333333333335
conjunctions,major,0.011300505050505056
conjunctions,minor,0.33333333333333337
impersonal_pronouns,intermediate,0.016666666666666663
impersonal_pronouns,major,-0.01502664002664003
negations,intermediate,-0.011904761904761899
negations,major,0.03982323232323232
negations,minor,0.16666666666666669
personal_pronouns,intermediate,-0.00714285714285715
personal_pronouns,major,-0.013600288600288604
personal_pronouns,minor,0.0
prepositions,intermediate,0.06190476190476191
prepositions,major,-0.006818181818181826
prepositions,minor,0.16666666666666669
quantifiers,intermediate,-0.07023809523809524
quantifiers,major,-0.023750491932310124
