a_gender,b_gender,mean_weight,count
F,F,0.006114423382936263,26
F,M,0.014440305118920967,18
F,,0.04593003302056531,10
M,F,0.016556169307635475,20
M,M,0.054297889779795695,9
M,,-0.01608084494580844,5
,F,0.05638196172119063,8
,M,0.030631443298969076,4
,,0.0,1
