a_speaker,b_speaker,w_ab,w_ba
Emma,Harriet Smith,0.0034809910586308,0.0054311649016641
Emma,Jane Fairfax,-0.0273752012882447,0.0171428571428571
Emma,Miss Bates,-0.0273291925465838,0.014799154334038
Emma,Mr. Elton,0.0070488721804511,0.0279866332497911
Emma,Mr. Frank Churchill,0.017713273527227,-0.010246966048071
Emma,Mr. John Knightley,-0.0115440115440115,0.0507364975450081
Emma,Mr. Knightley,0.0166354907095647,-0.0002964871385924
Emma,Mr. Weston,-0.0108695652173913,-0.0091973244147157
Emma,Mr. Woodhouse,-0.0004076086956521,-0.0118140243902439
Emma,Mrs. Elton,0.0065530799475753,0.0173228346456693
Emma,Mrs. Weston,-0.0083087644063253,0.0100328947368421
Harriet Smith,Emma,0.0054311649016641,0.0034809910586308
Isabella,Mr. John Knightley,0.0,0.0208333333333333
Isabella,Mr. Woodhouse,0.03099173553719,0.0060646900269541
Jane Fairfax,Emma,0.0171428571428571,-0.0273752012882447
Jane Fairfax,Miss Bates,0.0263157894736842,0.0153846153846153
Jane Fairfax,Mr. Frank Churchill,0.1851851851851852,-0.0944444444444444
Jane Fairfax,Mr. John Knightley,0.0082417582417582,0.0045045045045045
Jane Fairfax,Mrs. Elton,0.0209790209790209,0.0194690265486725
Miss Bates,Emma,0.014799154334038,-0.0273291925465838
Miss Bates,Jane Fairfax,0.0153846153846153,0.0263157894736842
Miss Bates,Mr. Knightley,0.0396039603960396,0.0596491228070175
Mr. Elton,Emma,0.0279866332497911,0.0070488721804511
Mr. Elton,Mr. John Knightley,0.0,0.0
Mr. Elton,Mrs. Elton,0.0666666666666666,-0.01
Mr. Elton,Mrs. Weston,0.0,0.0357142857142857
Mr. Frank Churchill,Emma,-0.010246966048071,0.017713273527227
Mr. Frank Churchill,Jane Fairfax,-0.0944444444444444,0.1851851851851852
Mr. Frank Churchill,Mr. Weston,-0.0026954177897573,0.0119047619047619
Mr. Frank Churchill,Mr. Woodhouse,-0.0105263157894736,-0.0032679738562091
Mr. Frank Churchill,Mrs. Weston,-0.018796992481203,0.010204081632653
Mr. John Knightley,Emma,0.0507364975450081,-0.0115440115440115
Mr. John Knightley,Isabella,0.0208333333333333,0.0
Mr. John Knightley,Jane Fairfax,0.0045045045045045,0.0082417582417582
Mr. John Knightley,Mr. Elton,0.0,0.0
Mr. Knightley,Emma,-0.0002964871385924,0.0166354907095647
Mr. Knightley,Miss Bates,0.0596491228070175,0.0396039603960396
Mr. Knightley,Mr. Woodhouse,-0.0948275862068965,-0.0181968569065343
Mr. Knightley,Mrs. Elton,-0.0287081339712918,-0.0071428571428571
Mr. Knightley,Mrs. Weston,0.0055096418732782,-0.0082079343365252
Mr. Weston,Emma,-0.0091973244147157,-0.0108695652173913
Mr. Weston,Mr. Frank Churchill,0.0119047619047619,-0.0026954177897573
Mr. Weston,Mr. Woodhouse,0.0333333333333333,-0.0075757575757575
Mr. Weston,Mrs. Elton,0.0069444444444444,0.001082251082251
Mr. Weston,Mrs. Weston,-6.00120553851436e-18,0.0568181818181818
Mr. Woodhouse,Emma,-0.0118140243902439,-0.0004076086956521
Mr. Woodhouse,Isabella,0.0060646900269541,0.03099173553719
Mr. Woodhouse,Mr. Frank Churchill,-0.0032679738562091,-0.0105263157894736
Mr. Woodhouse,Mr. Knightley,-0.0181968569065343,-0.0948275862068965
Mr. Woodhouse,Mr. Weston,-0.0075757575757575,0.0333333333333333
Mrs. Elton,Emma,0.0173228346456693,0.0065530799475753
Mrs. Elton,Jane Fairfax,0.0194690265486725,0.0209790209790209
Mrs. Elton,Mr. Elton,-0.01,0.0666666666666666
Mrs. Elton,Mr. Knightley,-0.0071428571428571,-0.0287081339712918
Mrs. Elton,Mr. Weston,0.001082251082251,0.0069444444444444
Mrs. Weston,Emma,0.0100328947368421,-0.0083087644063253
Mrs. Weston,Mr. Elton,0.0357142857142857,0.0
Mrs. Weston,Mr. Frank Churchill,0.010204081632653,-0.018796992481203
Mrs. Weston,Mr. Knightley,-0.0082079343365252,0.0055096418732782
Mrs. Weston,Mr. Weston,0.0568181818181818,-6.00120553851436e-18
