family,importance,mean_conv
adverbs,intermediate,-0.035648148148148144
adverbs,major,0.009647495361781064
articles,intermediate,-0.14166666666666666
articles,major,0.01835016835016834
auxiliary_verbs,intermediate,0.03672839506172838
auxiliary_verbs,major,0.007679974346641003
auxiliary_verbs,minor,0.0
conjunctions,intermediate,0.13499999999999998
conjunctions,major,0.048779461279461284
impersonal_pronouns,intermediate,0.007671957671957663
impersonal_pronouns,major,0.04650587507730364
negations,intermediate,0.018518518518518517
negations,major,0.07196969696969699
personal_pronouns,intermediate,-0.005753968253968252
personal_pronouns,major,-0.0028258778258778306
personal_pronouns,minor,0.0
prepositions,intermediate,-0.01190476190476191
prepositions,major,-0.06040313852813855
quantifiers,intermediate,0.0111111111111111
quantifiers,major,0.14020202020202022
