family,gender,mean_conv
adverbs,F,-0.010694030244522864
adverbs,M,-0.0006361132818167224
articles,F,0.04626303994874868
articles,M,0.00989445878537884
auxiliary_verbs,F,-0.0047364988701043866
auxiliary_verbs,M,0.010987617288960983
conjunctions,F,0.015485594168979745
conjunctions,M,-0.0016532919880850219
impersonal_pronouns,F,-0.0021871655570715213
impersonal_pronouns,M,0.030194003110087193
negations,F,0.05758707886940645
negations,M,0.019604436587858143
personal_pronouns,F,0.002613142531759254
personal_pronouns,M,-0.004386200172770917
prepositions,F,0.012918983953466705
prepositions,M,0.011887413947985202
quantifiers,F,-0.01623288491729271
quantifiers,M,0.019395931267556978
