family,mean,ci_lo,ci_hi,n
quantifiers,0.3272120140326662,0.1507936507936507,0.5652173913043479,3
negations,0.05102273961644151,-0.0051685486056497225,0.10897593576750193,28
impersonal_pronouns,0.04999663058764488,0.023755907074821087,0.08137768163324445,52
articles,0.04822865820372173,0.017318751496135282,0.08347431896465526,42
prepositions,0.026790681221688286,0.003202189599541733,0.05364888558279168,54
conjunctions,0.016203031797907802,-0.00356482265443995,0.03722697416479426,55
adverbs,0.013160725234000378,-0.0019775544437225976,0.028882397969282735,54
auxiliary_verbs,0.003194613475994654,-0.004984108546617019,0.016027967593910616,65
personal_pronouns,-0.000766931037453424,-0.002440439668065322,0.0007200527910169017,67
