family,mean_conv,median_conv,n
quantifiers,0.3272120140326662,0.265625,3
negations,0.05102273961644153,0.019474637681159403,28
impersonal_pronouns,0.049996630587644884,0.0,52
articles,0.04822865820372173,0.0164021164021163,42
prepositions,0.026790681221688283,0.0,54
conjunctions,0.016203031797907802,0.0,55
adverbs,0.01316072523400038,0.0,54
auxiliary_verbs,0.003194613475994655,0.0,65
personal_pronouns,-0.0007669310374534238,0.0,67
