family,mean,ci_lo,ci_hi,n
negations,0.02582898222643105,0.010681121201484537,0.041361284387459396,312
impersonal_pronouns,0.022553255296833816,0.011629645849702407,0.0337046105361414,335
quantifiers,0.01980367710734263,0.005468198474645735,0.0340633429731099,320
articles,0.01924340742361303,0.006921506554558313,0.03128343824056685,337
conjunctions,0.01523580510632585,0.00623309884858586,0.024589899476317338,344
adverbs,0.010125084514379334,0.002807171429310169,0.018336713732321066,354
prepositions,0.0063720768987890735,0.0004966308371443376,0.012401583346973147,370
auxiliary_verbs,0.003118120072273831,0.00047028680550501484,0.006153707870534489,387
personal_pronouns,0.0020478859365347327,-0.0007326646160827977,0.0051830009298662345,384
