family,F,M
impersonal_pronouns,0.013166136251119207,0.03534140347260344
articles,0.013699250128804819,0.02743965778183845
negations,0.04663228071489156,-0.005711896641187511
quantifiers,0.020374420221110953,0.02017426571153191
conjunctions,0.009732142483251618,0.02129414468317107
adverbs,0.009595145652353605,0.011417342053884208
prepositions,0.003001303618780362,0.010150256204793151
auxiliary_verbs,0.002515436238006026,0.004138516377154238
personal_pronouns,0.002637483124597539,0.0012700777903862902
