family,mean_p0,mean_p1,diff,ci_lo_p0,ci_hi_p0,ci_lo_p1,ci_hi_p1,n
negations,0.6015583086583962,0.6273872908848273,0.02582898222643104,0.5766167036012739,0.6243662452019154,0.599006917950447,0.6555626882269505,312
impersonal_pronouns,0.720287411049478,0.742840666346312,0.02255325529683394,0.6961262863680244,0.7427821728289425,0.7190484305144619,0.7677985624264639,335
quantifiers,0.6186329590140908,0.6384366361214335,0.019803677107342765,0.593127443736839,0.6433880766130066,0.6100873009366381,0.6671223809835897,320
articles,0.6642094174766645,0.6834528249002776,0.01924340742361308,0.6397666489742156,0.688275625085609,0.6551621404641639,0.7098741788846783,337
conjunctions,0.7461963077758548,0.7614321128821807,0.01523580510632594,0.7240414025589992,0.7677558591382174,0.737288177331002,0.7844340674878401,344
adverbs,0.7839278943505412,0.7940529788649204,0.010125084514379212,0.7636662632272245,0.8040678351545788,0.7721522819375636,0.8156350378558969,354
prepositions,0.8613422157911056,0.8677142926898946,0.0063720768987890475,0.8441927359104378,0.8777533990517176,0.8503228287955577,0.8857053639012847,370
auxiliary_verbs,0.9365621593626138,0.9396802794348876,0.0031181200722738556,0.9240771688161458,0.9479967588985297,0.9264887203686818,0.9508588434369466,387
personal_pronouns,0.933092089135382,0.9351399750719169,0.0020478859365349322,0.919412587906546,0.9459111153217823,0.9221806660148003,0.9477350899325439,384
