family,mean_conv,median_conv,n
negations,0.02582898222643105,0.0,312
impersonal_pronouns,0.022553255296833816,0.0,335
quantifiers,0.019803677107342627,0.0,320
articles,0.019243407423613034,0.0,337
conjunctions,0.015235805106325854,0.0,344
adverbs,0.010125084514379334,0.0,354
prepositions,0.006372076898789072,0.0,370
auxiliary_verbs,0.0031181200722738304,0.0,387
personal_pronouns,0.0020478859365347327,0.0,384
