a_category,major,intermediate,minor
major,0.009470659998265431,0.013304142370076192,0.00860753073758095
intermediate,0.011052751374299648,0.005967738362546505,0.0072396550965437905
minor,0.01866817004410413,0.01670670850433206,0.0018518518518518669
