family,F,M
adverbs,0.05546998068778317,0.012686401135748376
impersonal_pronouns,0.0013262362811073234,0.05028806149673087
auxiliary_verbs,0.015823603980620847,0.012823391511993437
negations,0.021348066840481166,0.006475802701004306
articles,0.006836954538110549,0.017705510672185242
personal_pronouns,0.02260474379635081,-0.0018273465767940623
quantifiers,0.024659922368745195,-0.005262200548298145
prepositions,0.02199123262384187,-0.005394473721296364
conjunctions,-0.0019939061998904485,0.008467037792951437
