pair,adverbs,articles,auxiliary_verbs,conjunctions,impersonal_pronouns,negations,personal_pronouns,prepositions,quantifiers
Bill Sikes→Fagin,0.0490196078431373,-0.0691056910569106,-0.0059825126553152,-0.056910569105691,0.012794882047181,0.0848356309650053,0.0196182396606574,-0.0199920031987205,0.024390243902439
Bill Sikes→Nance,0.0385109114249037,-0.0615058324496288,-0.0609756097560976,-0.0146341463414633,-0.0429268292682927,,-0.015820698747528,0.04121110176619,0.0853658536585366
Bill Sikes→Toby Crackit,,0.0839160839160838,,,,,0.0069930069930069,,
Charley Bates→Fagin,0.0714285714285715,,-0.0238095238095237,0.0714285714285714,-0.1168831168831168,,-0.044642857142857,-0.1071428571428571,
Fagin→Bill Sikes,0.0,0.0473867595818815,0.056910569105691,0.0480182926829267,0.0704607046070461,0.1829268292682926,0.0085365853658536,0.0917285259809119,0.1128048780487804
Fagin→Charley Bates,-0.1657754010695187,,-0.0135746606334842,-0.2705882352941176,0.016042780748663,,-0.0235294117647058,-0.1294117647058823,
Fagin→Monks,,,,,-0.1058823529411765,,-0.0980392156862745,,
Fagin→Nance,0.12,-0.12,0.0199999999999999,-0.0285714285714285,0.0925,,0.0199999999999999,0.0523076923076922,
Fagin→Noah Claypole,-0.0398167723749118,0.0378787878787879,-0.0240206947524019,0.0177489177489177,0.0913185913185913,-0.006060606060606,0.0303030303030302,0.0075757575757575,-0.0565110565110564
Fagin→Oliver Twist,-0.0999999999999999,0.0888888888888889,-0.0392156862745097,-0.0222222222222222,,,0.0,-0.0416666666666666,
Harry Maylie→Mrs. Maylie,0.0384615384615384,,0.0,0.1571428571428571,,,0.0,-0.1142857142857143,
Harry Maylie→Rose Maylie,0.1082251082251082,-0.2510822510822511,0.0476190476190476,-0.0476190476190475,0.0505952380952381,,0.0,0.0,-0.1125541125541125
Monks→Fagin,,,,-0.1390374331550802,-0.1336898395721925,,0.1274509803921568,,
Monks→Mr. Brownlow,-0.0681818181818182,-0.0555555555555555,-0.0256410256410256,-0.0902777777777777,-0.0366666666666666,0.0448717948717948,-0.0179211469534049,-0.014957264957265,-0.2222222222222222
Monks→Mr. Bumble,0.1127450980392156,0.0833333333333333,0.0043859649122806,-0.0238095238095238,0.0625,0.0916666666666666,0.1425438596491228,0.125,
Monks→Mrs. Corney,0.0114285714285713,-0.24,-0.0466666666666666,0.1292307692307692,0.0,,-0.0142857142857143,-0.02,0.1466666666666666
Mr. Blathers→Mr. Losberne,,-0.0545454545454545,,,,,,-0.0363636363636363,
Mr. Brownlow→Monks,0.0242914979757083,0.019298245614035,0.0517826825127334,-0.0335753176043557,0.0127591706539075,0.1578947368421052,-0.0185758513931888,-0.0095693779904305,-0.0194931773879142
Mr. Brownlow→Mr. Grimwig,,,0.0676691729323307,,0.0175438596491228,,0.0,0.268421052631579,
Mr. Brownlow→Mr. Losberne,,0.0833333333333333,-0.0999999999999999,,-0.0833333333333333,,-0.0227272727272727,-0.0303030303030302,
Mr. Brownlow→Nance,-0.0583333333333332,-0.0113636363636363,0.0416666666666666,-0.1666666666666666,0.0166666666666666,0.0946969696969697,-0.0297619047619047,-0.025,
Mr. Brownlow→Oliver Twist,,,0.0069930069930069,,,,0.0629370629370629,,
Mr. Bumble→Monks,,,,,,,-0.0695970695970695,0.0,
Mr. Bumble→Mr. Sowerberry,-0.0476190476190476,0.0622710622710622,-0.0142857142857143,-0.0259740259740259,-0.0259740259740259,,-0.0695970695970695,0.0476190476190475,-0.1285714285714285
Mr. Bumble→Mrs. Corney,0.1155327342747111,0.040650406504065,-0.0083440308087291,0.0429268292682926,-0.0565853658536585,-0.0463414634146341,-0.0055074744295831,-0.018970189701897,-0.018651362984218
Mr. Bumble→Mrs. Mann,-0.0346153846153846,-0.025,0.0,-0.0153846153846153,0.0884615384615384,,0.025,-0.1214285714285715,
Mr. Chitling→Fagin,,,0.1166666666666665,,0.0166666666666666,,0.0,,
Mr. Grimwig→Mr. Brownlow,,,-0.0037593984962406,0.1008771929824561,,,0.0,-0.0647773279352226,
Mr. Losberne→Mr. Brownlow,,,,,,,-0.013986013986014,,
Mr. Losberne→Rose Maylie,0.034965034965035,-0.0384615384615384,0.0,,-0.0384615384615384,,-0.0192307692307692,-0.0192307692307692,
